entrezID	chromo	start	end	assembly	strand	symbol
101929470	chr8	29672520	29686020	GRCh37.p13	-	LOC101929470
286135	chr8	29779029	29811125	GRCh37.p13	+	FAM183CP
100422876	chr8	29814788	29814864	GRCh37.p13	-	MIR3148
29778	chr8	29884760	29887355	GRCh37.p13	+	MAP2K1P1
51669	chr8	29920609	29940649	GRCh37.p13	-	TMEM66
23484	chr8	29952922	29995222	GRCh37.p13	+	LEPROTL1
648729	chr8	29974856	29975325	GRCh37.p13	-	RPS15AP24
619373	chr8	29989187	30002200	GRCh37.p13	-	MBOAT4
10671	chr8	30013813	30041155	GRCh37.p13	+	DCTN6
392209	chr8	30094802	30096905	GRCh37.p13	+	HSPA8P11
642319	chr8	30107021	30107635	GRCh37.p13	-	TAGLN2P2
100128441	chr8	30189480	30189793	GRCh37.p13	-	LOC100128441
101926910	chr8	30207373	30207882	GRCh37.p13	-	LOC101926910
92755	chr8	30209396	30211038	GRCh37.p13	+	TUBBP1
100128750	chr8	30239635	30242917	GRCh37.p13	-	RBPMS-AS1
11030	chr8	30242017	30429778	GRCh37.p13	+	RBPMS
2961	chr8	30436031	30515738	GRCh37.p13	-	GTF2E2
100507341	chr8	30496117	30503473	GRCh37.p13	+	SMIM18
100873831	chr8	30501206	30501319	GRCh37.p13	+	RNU5A-3P
2936	chr8	30535578	30585486	GRCh37.p13	-	GSR
7993	chr8	30601690	30624522	GRCh37.p13	+	UBXN8
5516	chr8	30643126	30670352	GRCh37.p13	-	PPP2CB
56154	chr8	30688939	30770512	GRCh37.p13	-	TEX15
100129398	chr8	30840975	30841837	GRCh37.p13	-	LPGAT1P1
29942	chr8	30853320	30891231	GRCh37.p13	-	PURG
7486	chr8	30890778	31031277	GRCh37.p13	+	WRN
642513	chr8	31077531	31078486	GRCh37.p13	-	LOC642513
101929492	chr8	31133247	31248322	GRCh37.p13	+	LOC101929492
3084	chr8	31496820	32622558	GRCh37.p13	+	NRG1
100874286	chr8	32298262	32300241	GRCh37.p13	+	NRG1-IT3
100873173	chr8	32871599	32872543	GRCh37.p13	+	MTND1P6
100189501	chr8	32872646	32872717	GRCh37.p13	-	TRNAQ43P
100873237	chr8	32872787	32874561	GRCh37.p13	+	MTND2P32
100874193	chr8	32897041	32897311	GRCh37.p13	+	RANP9
84750	chr8	33228057	33330664	GRCh37.p13	-	FUT10
100507379	chr8	33293786	33294218	GRCh37.p13	-	LOC100507379
84549	chr8	33342685	33358778	GRCh37.p13	+	MAK16
80185	chr8	33356027	33370703	GRCh37.p13	-	TTI2
692084	chr8	33370993	33371096	GRCh37.p13	+	SNORD13
100630919	chr8	33380614	33381191	GRCh37.p13	+	LOC100630919
100630920	chr8	33397703	33398401	GRCh37.p13	+	LOC100630920
79845	chr8	33405272	33424646	GRCh37.p13	-	RNF122
78986	chr8	33448848	33457546	GRCh37.p13	-	DUSP26
442384	chr8	33578698	33580606	GRCh37.p13	-	VENTXP5
388460	chr8	33716866	33717766	GRCh37.p13	-	RPL6P22
349198	chr8	33827079	33827396	GRCh37.p13	-	CYCSP3
137107	chr8	34180478	34181193	GRCh37.p13	-	RPL10AP3
100133273	chr8	34731638	34732198	GRCh37.p13	+	RPL21P80
137970	chr8	35092975	35654068	GRCh37.p13	+	UNC5D
653122	chr8	35381097	35383292	GRCh37.p13	-	LSM12P1
101929550	chr8	35529681	35567838	GRCh37.p13	-	LOC101929550
100270962	chr8	36438715	36439106	GRCh37.p13	-	RPL23P10
100873517	chr8	36621963	36622069	GRCh37.p13	+	RNA5SP264
157855	chr8	36641842	36793643	GRCh37.p13	+	KCNU1
359783	chr8	36652781	36653485	GRCh37.p13	-	MRPS7P1
59347	chr8	36745909	36747040	GRCh37.p13	+	FKSG2
100270966	chr8	36845448	36846016	GRCh37.p13	-	RPL26P25
642879	chr8	36952615	36953925	GRCh37.p13	+	SMARCE1P4
100507420	chr8	37263982	37279087	GRCh37.p13	-	LOC100507420
101929585	chr8	37373924	37378894	GRCh37.p13	-	LOC101929585
101929604	chr8	37455004	37457357	GRCh37.p13	-	LOC101929604
80139	chr8	37553301	37556396	GRCh37.p13	+	ZNF703
101929622	chr8	37575122	37591268	GRCh37.p13	+	LOC101929622
11160	chr8	37593743	37615319	GRCh37.p13	+	ERLIN2
728024	chr8	37604072	37605564	GRCh37.p13	-	LOC728024
11212	chr8	37619680	37637286	GRCh37.p13	+	PROSC
25960	chr8	37654401	37701504	GRCh37.p13	+	GPR124
55290	chr8	37701398	37707431	GRCh37.p13	-	BRF2
80223	chr8	37716465	37757015	GRCh37.p13	-	RAB11FIP1
137362	chr8	37791799	37797664	GRCh37.p13	-	GOT1L1
155	chr8	37820513	37824184	GRCh37.p13	-	ADRB3
101926938	chr8	37840532	37841342	GRCh37.p13	+	LOC101926938
1978	chr8	37888020	37917883	GRCh37.p13	+	EIF4EBP1
9070	chr8	37962483	37997598	GRCh37.p13	+	ASH2L
6770	chr8	38000218	38008783	GRCh37.p13	-	STAR
27257	chr8	38020839	38034248	GRCh37.p13	-	LSM1
9530	chr8	38034106	38070819	GRCh37.p13	+	BAG4
23259	chr8	38088861	38120351	GRCh37.p13	+	DDHD2
84513	chr8	38119035	38126841	GRCh37.p13	-	PPAPDC1B
54904	chr8	38127217	38239872	GRCh37.p13	-	WHSC1L1
137994	chr8	38240041	38267045	GRCh37.p13	+	LETM2
2260	chr8	38268656	38326352	GRCh37.p13	-	FGFR1
100271087	chr8	38291855	38292358	GRCh37.p13	-	RPS20P22
389649	chr8	38368352	38386180	GRCh37.p13	-	C8orf86
286140	chr8	38457691	38458775	GRCh37.p13	-	RNF5P1
6867	chr8	38585704	38710546	GRCh37.p13	+	TACC1
59339	chr8	38758753	38831431	GRCh37.p13	+	PLEKHA2
203100	chr8	38831668	38846181	GRCh37.p13	+	HTRA4
83877	chr8	38846327	38854335	GRCh37.p13	-	TM2D2
8754	chr8	38854505	38962780	GRCh37.p13	+	ADAM9
203102	chr8	38965050	39142436	GRCh37.p13	+	ADAM32
100129004	chr8	39015001	39016238	GRCh37.p13	-	RPL3P10
100420403	chr8	39167428	39167962	GRCh37.p13	-	LOC100420403
255926	chr8	39172182	39274745	GRCh37.p13	+	ADAM5
1587	chr8	39308564	39380508	GRCh37.p13	-	ADAM3A
101929640	chr8	39409539	39416019	GRCh37.p13	+	LOC101929640
100130964	chr8	39420631	39437653	GRCh37.p13	+	LOC100130964
8749	chr8	39442087	39587583	GRCh37.p13	+	ADAM18
2515	chr8	39601254	39695808	GRCh37.p13	-	ADAM2
3620	chr8	39771328	39786309	GRCh37.p13	+	IDO1
100420480	chr8	39792367	39794906	GRCh37.p13	+	LOC100420480
169355	chr8	39792474	39873910	GRCh37.p13	+	IDO2
100420944	chr8	39855388	39856011	GRCh37.p13	-	LOC100420944
56892	chr8	40010987	40012827	GRCh37.p13	+	C8orf4
100996474	chr8	40190692	40191474	GRCh37.p13	-	LOC100996474
79698	chr8	40388109	40755345	GRCh37.p13	-	ZMAT4
6422	chr8	41119476	41166990	GRCh37.p13	-	SFRP1
100847068	chr8	41128567	41128662	GRCh37.p13	-	MIR548AO
619452	chr8	41128923	41129178	GRCh37.p13	+	RPS29P2
51125	chr8	41348081	41368499	GRCh37.p13	+	GOLGA7
392214	chr8	41368742	41370109	GRCh37.p13	+	KRT18P37
84296	chr8	41386725	41402565	GRCh37.p13	+	GINS4
137964	chr8	41435702	41482520	GRCh37.p13	+	AGPAT6
157848	chr8	41503829	41508011	GRCh37.p13	-	NKX6-3
286	chr8	41510744	41754280	GRCh37.p13	-	ANK1
619554	chr8	41517959	41518026	GRCh37.p13	-	MIR486
7994	chr8	41786997	41909506	GRCh37.p13	-	KAT6A
100271155	chr8	41958836	41959358	GRCh37.p13	+	RPL17P30
101059972	chr8	41985676	41986855	GRCh37.p13	-	LOC101059972
10947	chr8	42010464	42028701	GRCh37.p13	+	AP3M2
5327	chr8	42032236	42065242	GRCh37.p13	-	PLAT
3551	chr8	42128820	42190171	GRCh37.p13	+	IKBKB
5423	chr8	42195973	42229331	GRCh37.p13	+	POLB
100270840	chr8	42199227	42200201	GRCh37.p13	-	RPL5P23
27121	chr8	42231586	42234674	GRCh37.p13	-	DKK4
7419	chr8	42249279	42263455	GRCh37.p13	+	VDAC3
6575	chr8	42273980	42397356	GRCh37.p13	-	SLC20A2
114926	chr8	42396298	42408140	GRCh37.p13	+	SMIM19
1142	chr8	42552562	42592209	GRCh37.p13	+	CHRNB3
100288666	chr8	42580690	42581371	GRCh37.p13	-	LOC100288666
8973	chr8	42607763	42623929	GRCh37.p13	-	CHRNA6
55145	chr8	42691817	42698474	GRCh37.p13	-	THAP1
81790	chr8	42704780	42751866	GRCh37.p13	-	RNF170
100616115	chr8	42751340	42751418	GRCh37.p13	-	MIR4469
84376	chr8	42752033	42885682	GRCh37.p13	+	HOOK3
2339	chr8	42911442	42940931	GRCh37.p13	+	FNTA
84197	chr8	42948649	42978323	GRCh37.p13	+	SGK196
138050	chr8	42995592	43057970	GRCh37.p13	+	HGSNAT
100379663	chr8	43008119	43008194	GRCh37.p13	+	RNY5P6
101929678	chr8	43055173	43056970	GRCh37.p13	+	LOC101929678
100312796	chr8	43071627	43071756	GRCh37.p13	-	VN1R45P
100131789	chr8	43075071	43075952	GRCh37.p13	-	VN1R46P
101059977	chr8	43101400	43102251	GRCh37.p13	+	LOC101059977
347028	chr8	43102346	43127103	GRCh37.p13	-	AFG3L2P1
101926993	chr8	43139742	43146878	GRCh37.p13	-	LOC101926993
340441	chr8	43147585	43218328	GRCh37.p13	+	POTEA
100420534	chr8	43298045	43306786	GRCh37.p13	+	LOC100420534
100873788	chr8	43368786	43369564	GRCh37.p13	+	SNX18P27
389652	chr8	47490828	47529361	GRCh37.p13	-	ASNSP1
100419423	chr8	47609252	47610307	GRCh37.p13	+	ASNSP4
100130861	chr8	47696415	47697468	GRCh37.p13	+	LOC100130861
100420405	chr8	47703667	47704741	GRCh37.p13	+	TRIM60P15
100873172	chr8	47739739	47740035	GRCh37.p13	-	MTND1P7
100189456	chr8	47740038	47740112	GRCh37.p13	-	TRNAL41P
497634	chr8	47752508	47767407	GRCh37.p13	+	LINC00293
728587	chr8	47782631	47783671	GRCh37.p13	-	LOC728587
286065	chr8	47882951	47887020	GRCh37.p13	-	MAPK6PS4
101929588	chr8	48001124	48003296	GRCh37.p13	-	LOC101929588
253986	chr8	48068710	48069425	GRCh37.p13	+	RPL10AP2
100288013	chr8	48076500	48077152	GRCh37.p13	+	NDUFA5P12
100287846	chr8	48100930	48104439	GRCh37.p13	+	LOC100287846
100128541	chr8	48105626	48105972	GRCh37.p13	-	ATP6V1G1P2
100996586	chr8	48114054	48114520	GRCh37.p13	-	LOC100996586
23514	chr8	48173489	48648563	GRCh37.p13	+	SPIDR
100420054	chr8	48423362	48424723	GRCh37.p13	-	LOC100420054
100420532	chr8	48459370	48460487	GRCh37.p13	-	LOC100420532
100507422	chr8	48504709	48505170	GRCh37.p13	-	LOC100507422
1052	chr8	48649476	48650726	GRCh37.p13	-	CEBPD
5591	chr8	48685669	48872743	GRCh37.p13	-	PRKDC
4173	chr8	48872763	48890720	GRCh37.p13	+	MCM4
7336	chr8	48920966	48977268	GRCh37.p13	+	UBE2V2
100287157	chr8	49104519	49107154	GRCh37.p13	-	LOC100287157
100130299	chr8	49206587	49207349	GRCh37.p13	-	LOC100130299
389655	chr8	49297097	49297752	GRCh37.p13	+	RPL29P19
101929268	chr8	49464127	49611069	GRCh37.p13	+	LOC101929268
101929217	chr8	49532963	49536455	GRCh37.p13	+	LOC101929217
79645	chr8	49627474	49647870	GRCh37.p13	-	EFCAB1
6591	chr8	49830236	49833999	GRCh37.p13	-	SNAI2
492307	chr8	49966895	49988642	GRCh37.p13	+	C8orf22
100420055	chr8	50265031	50265768	GRCh37.p13	-	RFPL4AP7
100507464	chr8	50409322	50424772	GRCh37.p13	-	LOC100507464
137133	chr8	50651756	50653966	GRCh37.p13	-	PSAT1P1
54212	chr8	50822349	51706171	GRCh37.p13	+	SNTG1
100422267	chr8	51403355	51403932	GRCh37.p13	+	LOC100422267
360175	chr8	51675046	51675358	GRCh37.p13	-	CYCSP22
100128686	chr8	51772090	51772619	GRCh37.p13	+	LOC100128686
100996352	chr8	52071616	52072564	GRCh37.p13	-	LOC100996352
137902	chr8	52232137	52722005	GRCh37.p13	-	PXDNL
100422268	chr8	52348162	52349081	GRCh37.p13	+	LOC100422268
693	chr8	52633816	52635606	GRCh37.p13	-	BTF3P1
115294	chr8	52730140	52811735	GRCh37.p13	-	PCMTD1
9705	chr8	53023392	53322439	GRCh37.p13	-	ST18
101929341	chr8	53106919	53112112	GRCh37.p13	+	LOC101929341
100271001	chr8	53225713	53226054	GRCh37.p13	-	RPL34P17
389658	chr8	53446597	53478021	GRCh37.p13	-	FAM150A
100996360	chr8	53484891	53485479	GRCh37.p13	+	LOC100996360
9821	chr8	53535018	53627026	GRCh37.p13	-	RB1CC1
2831	chr8	53852468	53853454	GRCh37.p13	+	NPBWR1
101060191	chr8	53887590	53888676	GRCh37.p13	-	LOC101060191
100533660	chr8	54106906	54107935	GRCh37.p13	+	EI24P5
4986	chr8	54138276	54164257	GRCh37.p13	-	OPRK1
100421824	chr8	54306795	54307931	GRCh37.p13	+	LOC100421824
100271188	chr8	54445845	54446298	GRCh37.p13	+	RPL21P79
317686	chr8	54448877	54454126	GRCh37.p13	+	MAPK6PS1
100129667	chr8	54625257	54625456	GRCh37.p13	+	LOC100129667
51606	chr8	54628103	54756099	GRCh37.p13	-	ATP6V1H
8601	chr8	54764368	54871863	GRCh37.p13	+	RGS20
100130300	chr8	54799568	54800039	GRCh37.p13	-	RPS27AP13
6917	chr8	54879116	54935008	GRCh37.p13	-	TCEA1
100131254	chr8	54884175	54886461	GRCh37.p13	+	LOC100131254
10434	chr8	54958927	55014577	GRCh37.p13	-	LYPLA1
22814	chr8	54985551	54986497	GRCh37.p13	+	TDGF1P5
29088	chr8	55047781	55061074	GRCh37.p13	+	MRPL15
392221	chr8	55103845	55104614	GRCh37.p13	-	CHCHD2P10
26766	chr8	55243246	55243455	GRCh37.p13	+	RNU105C
100419615	chr8	55266799	55267750	GRCh37.p13	+	LOC100419615
64321	chr8	55370495	55373456	GRCh37.p13	+	SOX17
100129098	chr8	55378154	55382986	GRCh37.p13	-	LOC100129098
100287567	chr8	55391953	55392553	GRCh37.p13	-	TRMT112P7
157708	chr8	55435050	55435941	GRCh37.p13	-	SEC11B
6101	chr8	55528627	55682524	GRCh37.p13	+	RP1
100131013	chr8	55608953	55609683	GRCh37.p13	+	LOC100131013
100287651	chr8	55693468	55782670	GRCh37.p13	+	LOC100287651
114786	chr8	56015017	56438714	GRCh37.p13	+	XKR4
100133234	chr8	56361757	56367881	GRCh37.p13	-	SBF1P1
137695	chr8	56651317	56685955	GRCh37.p13	-	TMEM68
100873518	chr8	56657791	56657901	GRCh37.p13	+	RNA5SP265
96764	chr8	56685791	56738007	GRCh37.p13	+	TGS1
4067	chr8	56792386	56925006	GRCh37.p13	+	LYN
266723	chr8	56962240	56963775	GRCh37.p13	-	PSMC6P1
6224	chr8	56980739	56987140	GRCh37.p13	-	RPS20
26795	chr8	56986398	56986460	GRCh37.p13	-	SNORD54
100129237	chr8	57013470	57014920	GRCh37.p13	-	NPM1P21
4342	chr8	57025501	57026541	GRCh37.p13	-	MOS
5324	chr8	57073463	57123859	GRCh37.p13	-	PLAG1
79145	chr8	57124315	57131178	GRCh37.p13	+	CHCHD7
195814	chr8	57212570	57233335	GRCh37.p13	-	SDR16C5
442388	chr8	57287277	57303269	GRCh37.p13	-	SDR16C6P
5179	chr8	57353513	57359282	GRCh37.p13	-	PENK
101929415	chr8	57358366	57464626	GRCh37.p13	+	LOC101929415
389662	chr8	57389389	57390649	GRCh37.p13	-	SEPT10P1
101929398	chr8	57407488	57415163	GRCh37.p13	-	LOC101929398
100507632	chr8	57430877	57472382	GRCh37.p13	-	LINC00968
346950	chr8	57500951	57501340	GRCh37.p13	+	RPL37P6
100419616	chr8	57688866	57689413	GRCh37.p13	+	LOC100419616
54928	chr8	57870488	57906430	GRCh37.p13	-	IMPAD1
101929436	chr8	58106149	58121235	GRCh37.p13	+	LOC101929436
101929466	chr8	58122428	58125936	GRCh37.p13	+	LOC101929466
100507651	chr8	58131648	58145388	GRCh37.p13	+	LOC100507651
286177	chr8	58173785	58179170	GRCh37.p13	+	LOC286177
26138	chr8	58192102	58197290	GRCh37.p13	+	LINC00588
101929488	chr8	58256346	58277416	GRCh37.p13	+	LOC101929488
100270982	chr8	58305105	58305441	GRCh37.p13	+	RPL30P10
286178	chr8	58658783	58662756	GRCh37.p13	+	LOC286178
90362	chr8	58907068	59062277	GRCh37.p13	+	FAM110B
100270967	chr8	59025700	59026224	GRCh37.p13	-	RPL26P26
101929528	chr8	59168330	59184659	GRCh37.p13	-	LOC101929528
137886	chr8	59323823	59364060	GRCh37.p13	+	UBXN2B
100421822	chr8	59337557	59339244	GRCh37.p13	-	LOC100421822
1581	chr8	59402737	59412720	GRCh37.p13	-	CYP7A1
6386	chr8	59465566	59495419	GRCh37.p13	+	SDCBP
8439	chr8	59496063	59572404	GRCh37.p13	-	NSMAF
619443	chr8	59500890	59501347	GRCh37.p13	-	RPS26P7
9760	chr8	59717977	60031767	GRCh37.p13	-	TOX
100505501	chr8	60032496	60033906	GRCh37.p13	+	LOC100505501
100873520	chr8	60368444	60368569	GRCh37.p13	+	RNA5SP267
574532	chr8	60470019	60470480	GRCh37.p13	-	NUDT15P1
767	chr8	61101423	61193954	GRCh37.p13	-	CA8
392225	chr8	61299760	61300751	GRCh37.p13	+	PDCL3P1
100505532	chr8	61314730	61326377	GRCh37.p13	-	LOC100505532
5862	chr8	61429469	61536203	GRCh37.p13	+	RAB2A
55636	chr8	61591321	61780587	GRCh37.p13	+	CHD7
101929576	chr8	61797545	61816554	GRCh37.p13	+	LOC101929576
442389	chr8	61818598	61819159	GRCh37.p13	+	LOC442389
282694	chr8	61849507	61852537	GRCh37.p13	-	NASPP1
100130298	chr8	61878680	61880307	GRCh37.p13	-	LOC100130298
4875	chr8	62114814	62116104	GRCh37.p13	+	NPM1P6
157807	chr8	62200514	62414204	GRCh37.p13	+	CLVS1
101929593	chr8	62204898	62212673	GRCh37.p13	-	LOC101929593
444	chr8	62413115	62627199	GRCh37.p13	-	ASPH
728638	chr8	62490703	62492474	GRCh37.p13	+	KRT8P3
100616484	chr8	62627347	62627418	GRCh37.p13	+	MIR4470
101929610	chr8	62671659	62678528	GRCh37.p13	-	LOC101929610
101929628	chr8	62791441	62798121	GRCh37.p13	+	LOC101929628
100287895	chr8	63023083	63023761	GRCh37.p13	+	LOC100287895
392226	chr8	63055870	63056952	GRCh37.p13	-	LOC392226
286183	chr8	63161501	63912211	GRCh37.p13	+	NKAIN3
100422546	chr8	63767644	63769693	GRCh37.p13	-	XRCC6P4
100419416	chr8	63775641	63776564	GRCh37.p13	-	SRPK2P
643763	chr8	63890420	63897460	GRCh37.p13	+	UG0898H09
8836	chr8	63927638	63951610	GRCh37.p13	-	GGH
7274	chr8	63972047	63998612	GRCh37.p13	-	TTPA
100128540	chr8	64048965	64050643	GRCh37.p13	-	LOC100128540
101410533	chr8	64080284	64081001	GRCh37.p13	-	YTHDF3-AS1
253943	chr8	64081112	64125346	GRCh37.p13	+	YTHDF3
613204	chr8	64321623	64322021	GRCh37.p13	+	IFITM8P
286184	chr8	64681988	64698058	GRCh37.p13	+	LOC286184
100130155	chr8	65285775	65291388	GRCh37.p13	+	LINC00966
406908	chr8	65291706	65291814	GRCh37.p13	+	MIR124-2
101929675	chr8	65309617	65323112	GRCh37.p13	-	LOC101929675
401463	chr8	65486865	65489820	GRCh37.p13	-	LOC401463
27319	chr8	65492795	65496191	GRCh37.p13	+	BHLHE22
9420	chr8	65508529	65711348	GRCh37.p13	-	CYP7B1
100271201	chr8	66067642	66068013	GRCh37.p13	+	RPL31P41
552859	chr8	66073380	66092575	GRCh37.p13	-	LINC00251
286186	chr8	66439243	66474901	GRCh37.p13	-	LOC286186
55156	chr8	66514691	66546452	GRCh37.p13	-	ARMC1
9650	chr8	66556888	66622798	GRCh37.p13	+	MTFR1
5150	chr8	66626569	66753969	GRCh37.p13	-	PDE7A
85479	chr8	66933791	67012755	GRCh37.p13	+	DNAJC5B
101060153	chr8	67025522	67038919	GRCh37.p13	+	LOC101060153
100189437	chr8	67025602	67025694	GRCh37.p13	+	TRNAY15
100189102	chr8	67026223	67026311	GRCh37.p13	+	TRNAY6
100189398	chr8	67026424	67026496	GRCh37.p13	+	TRNAA39
84675	chr8	67039131	67087720	GRCh37.p13	+	TRIM55
101929722	chr8	67051352	67053002	GRCh37.p13	-	LOC101929722
1392	chr8	67088612	67090846	GRCh37.p13	-	CRH
100505659	chr8	67104349	67109554	GRCh37.p13	+	LINC00967
100505676	chr8	67331822	67341212	GRCh37.p13	-	LOC100505676
23212	chr8	67341263	67342968	GRCh37.p13	+	RRS1
137872	chr8	67344693	67384260	GRCh37.p13	+	ADHFE1
100131770	chr8	67393262	67393721	GRCh37.p13	+	LOC100131770
254778	chr8	67405491	67430759	GRCh37.p13	+	C8orf46
4603	chr8	67474410	67525484	GRCh37.p13	-	MYBL1
80124	chr8	67542488	67579452	GRCh37.p13	-	VCPIP1
56260	chr8	67579787	67597797	GRCh37.p13	+	C8orf44
100533105	chr8	67579787	67774257	GRCh37.p13	+	C8orf44-SGK3
23678	chr8	67624653	67774257	GRCh37.p13	+	SGK3
26255	chr8	67679632	67680240	GRCh37.p13	-	PTTG3P
157777	chr8	67782984	67834283	GRCh37.p13	+	MCMDC2
641638	chr8	67834165	67837778	GRCh37.p13	-	SNHG6
641648	chr8	67834709	67834784	GRCh37.p13	-	SNORD87
100129654	chr8	67858736	67874825	GRCh37.p13	-	TCF24
286187	chr8	67876280	67940804	GRCh37.p13	-	PPP1R42
100288001	chr8	67896157	67898743	GRCh37.p13	-	LOC100288001
10987	chr8	67955314	67974562	GRCh37.p13	-	COPS5
79848	chr8	67976588	68108849	GRCh37.p13	+	CSPP1
100873521	chr8	68011537	68011660	GRCh37.p13	+	RNA5SP268
10565	chr8	68085746	68255912	GRCh37.p13	-	ARFGEF1
100422270	chr8	68097514	68098338	GRCh37.p13	+	NPM1P44
100271156	chr8	68318704	68319342	GRCh37.p13	+	RPL17P31
57094	chr8	68334405	68658620	GRCh37.p13	-	CPA6
100132812	chr8	68481651	68482313	GRCh37.p13	+	LOC100132812
80243	chr8	68864244	69143897	GRCh37.p13	+	PREX2
100271196	chr8	69205772	69206051	GRCh37.p13	-	RPL31P40
286189	chr8	69215703	69243726	GRCh37.p13	-	LOC286189
116328	chr8	69242957	69731258	GRCh37.p13	+	C8orf34
100420059	chr8	69413143	69414031	GRCh37.p13	+	RFPL4AP2
728774	chr8	69437718	69438181	GRCh37.p13	-	RPS15AP25
100873522	chr8	69607878	69608014	GRCh37.p13	+	RNA5SP269
100505718	chr8	69824038	70016425	GRCh37.p13	-	LOC100505718
100129096	chr8	70041946	70042571	GRCh37.p13	+	LOC100129096
100189450	chr8	70072340	70072414	GRCh37.p13	+	TRNAE28P
100505739	chr8	70337705	70359966	GRCh37.p13	-	LOC100505739
23213	chr8	70378859	70573147	GRCh37.p13	+	SULF1
81796	chr8	70584110	70747299	GRCh37.p13	-	SLCO5A1
100101127	chr8	70706403	70712477	GRCh37.p13	+	LOC100101127
101929759	chr8	70746364	70750064	GRCh37.p13	+	LOC101929759
100288097	chr8	70771505	70772775	GRCh37.p13	-	LOC100288097
100129960	chr8	70855156	70856521	GRCh37.p13	+	SDCBPP2
101927327	chr8	70899607	70899989	GRCh37.p13	-	LOC101927327
63978	chr8	70963886	70983562	GRCh37.p13	-	PRDM14
346990	chr8	71015647	71016510	GRCh37.p13	-	H2AFZP2
10499	chr8	71021997	71316062	GRCh37.p13	-	NCOA2
652963	chr8	71185498	71186403	GRCh37.p13	+	BTF3P12
100271077	chr8	71336323	71336854	GRCh37.p13	-	RPS18P11
101926892	chr8	71383369	71397922	GRCh37.p13	+	LOC101926892
100130225	chr8	71418490	71419053	GRCh37.p13	-	RPL13P11
23471	chr8	71485453	71520694	GRCh37.p13	-	TRAM1
286190	chr8	71520812	71575514	GRCh37.p13	+	LOC286190
51110	chr8	71549501	71581447	GRCh37.p13	-	LACTB2
389668	chr8	71581600	71648177	GRCh37.p13	+	XKR9
2138	chr8	72109668	72459888	GRCh37.p13	-	EYA1
27196	chr8	72360946	72361475	GRCh37.p13	-	TRAPPC2P2
9242	chr8	72753777	72756731	GRCh37.p13	-	MSC
100132891	chr8	72755358	72968547	GRCh37.p13	+	LOC100132891
100271233	chr8	72808230	72808567	GRCh37.p13	+	RPS20P20
8989	chr8	72933486	72987819	GRCh37.p13	-	TRPA1
392232	chr8	73117534	73163869	GRCh37.p13	-	LOC392232
100873524	chr8	73269963	73270050	GRCh37.p13	+	RNA5SP271
100129527	chr8	73341856	73342357	GRCh37.p13	+	LOC100129527
9312	chr8	73449626	73850584	GRCh37.p13	+	KCNB2
100271703	chr8	73530746	73531877	GRCh37.p13	-	HAUS1P3
100419613	chr8	73572465	73574067	GRCh37.p13	-	LOC100419613
101926908	chr8	73644280	73664078	GRCh37.p13	+	LOC101926908
7013	chr8	73921097	73959987	GRCh37.p13	+	TERF1
157869	chr8	73976778	74005507	GRCh37.p13	-	SBSPON
646197	chr8	74128164	74128862	GRCh37.p13	-	LOC646197
100130301	chr8	74153623	74174150	GRCh37.p13	-	LOC100130301
100131252	chr8	74189597	74190281	GRCh37.p13	-	LOC100131252
6129	chr8	74202874	74205869	GRCh37.p13	-	RPL7
157506	chr8	74206837	74237520	GRCh37.p13	+	RDH10
101926926	chr8	74253399	74268696	GRCh37.p13	-	LOC101926926
100128126	chr8	74332309	74353753	GRCh37.p13	+	STAU2-AS1
27067	chr8	74332604	74659943	GRCh37.p13	-	STAU2
552879	chr8	74563245	74564176	GRCh37.p13	+	VENTXP6
55284	chr8	74692332	74791145	GRCh37.p13	-	UBE2W
101926947	chr8	74792634	74816959	GRCh37.p13	+	LOC101926947
100132965	chr8	74816834	74827341	GRCh37.p13	-	GYG1P1
6921	chr8	74857373	74884522	GRCh37.p13	-	TCEB1
54968	chr8	74888377	74895018	GRCh37.p13	+	TMEM70
100271234	chr8	74894224	74894749	GRCh37.p13	+	RPS20P21
100287016	chr8	74896629	74897119	GRCh37.p13	+	DSTNP3
23643	chr8	74903564	74941314	GRCh37.p13	+	LY96
100271258	chr8	74968093	74968925	GRCh37.p13	+	RPS3AP32
56704	chr8	75146935	75233721	GRCh37.p13	-	JPH1
101926965	chr8	75180851	75181752	GRCh37.p13	+	LOC101926965
54332	chr8	75262618	75279345	GRCh37.p13	+	GDAP1
100847058	chr8	75460778	75460852	GRCh37.p13	+	MIR5681A
100847091	chr8	75460785	75460844	GRCh37.p13	-	MIR5681B
441355	chr8	75512101	75670587	GRCh37.p13	+	FLJ39080
286157	chr8	75515112	75516763	GRCh37.p13	-	PCBP2P2
100302260	chr8	75617928	75617982	GRCh37.p13	+	MIR2052
51050	chr8	75736772	75767264	GRCh37.p13	+	PI15
83690	chr8	75896708	75946793	GRCh37.p13	+	CRISPLD1
101805492	chr8	76135352	76190716	GRCh37.p13	-	CASC9
100874436	chr8	76214531	76214809	GRCh37.p13	+	HIGD1AP6
3174	chr8	76452203	76479069	GRCh37.p13	+	HNF4G
101926978	chr8	77318889	77436591	GRCh37.p13	+	LOC101926978
137290	chr8	77515068	77516089	GRCh37.p13	-	MRPL9P1
100192378	chr8	77523114	77595510	GRCh37.p13	-	ZFHX4-AS1
79776	chr8	77593515	77779521	GRCh37.p13	+	ZFHX4
5828	chr8	77892494	77913280	GRCh37.p13	-	PEX2
